record_id,employee_id,event_id,date,due_date,status,completion_pct,score,feedback_rating,assigned_by
HIST_0034,EMP_012,EV_016,2026-01-10,2026-01-25,completed,100,81,4,manager
HIST_0035,EMP_012,EV_003,2026-02-10,2026-02-25,declined,0,0,0,self
HIST_0036,EMP_013,EV_036,2026-01-10,2026-01-25,in_progress,59,0,0,manager
HIST_0037,EMP_013,EV_004,2026-02-10,2026-02-25,dropped,18,0,1,self
HIST_0038,EMP_013,EV_010,2026-03-10,2026-03-25,completed,100,82,5,hr
HIST_0039,EMP_014,EV_001,2026-01-10,2026-01-25,declined,0,0,0,manager
HIST_0040,EMP_014,EV_006,2026-02-10,2026-02-25,completed,100,76,5,self
HIST_0041,EMP_014,EV_011,2026-03-10,2026-03-25,completed,100,95,4,hr
HIST_0042,EMP_014,EV_016,2026-04-10,2026-04-25,completed,100,89,5,manager
HIST_0043,EMP_015,EV_002,2026-01-10,2026-01-25,no_show,0,0,0,manager
HIST_0044,EMP_015,EV_007,2026-02-10,2026-02-25,completed,100,89,4,self
HIST_0045,EMP_016,EV_003,2026-01-10,2026-01-25,completed,100,83,4,manager
HIST_0046,EMP_016,EV_008,2026-02-10,2026-02-25,completed,100,77,5,self
HIST_0047,EMP_016,EV_013,2026-03-10,2026-03-25,completed,100,96,4,hr
HIST_0048,EMP_017,EV_004,2026-01-10,2026-01-25,completed,100,96,5,manager
HIST_0049,EMP_017,EV_010,2026-02-10,2026-02-25,completed,100,90,4,self
HIST_0050,EMP_017,EV_014,2026-03-10,2026-03-25,completed,100,84,5,hr
HIST_0051,EMP_017,EV_002,2026-04-10,2026-04-25,declined,0,0,0,manager
HIST_0052,EMP_018,EV_006,2026-01-10,2026-01-25,completed,100,84,4,manager
HIST_0053,EMP_018,EV_011,2026-02-10,2026-02-25,completed,100,78,5,self
HIST_0054,EMP_019,EV_007,2026-01-10,2026-01-25,completed,100,97,5,manager
HIST_0055,EMP_019,EV_012,2026-02-10,2026-02-25,in_progress,56,0,0,self
HIST_0056,EMP_019,EV_036,2026-03-10,2026-03-25,dropped,15,0,1,hr
HIST_0057,EMP_020,EV_008,2026-01-10,2026-01-25,in_progress,50,0,0,manager
HIST_0058,EMP_020,EV_013,2026-02-10,2026-02-25,declined,0,0,0,self
HIST_0059,EMP_020,EV_001,2026-03-10,2026-03-25,overdue,50,0,0,hr
HIST_0060,EMP_020,EV_006,2026-04-10,2026-04-25,completed,100,92,5,manager
HIST_0061,EMP_021,EV_010,2026-01-10,2026-01-25,in_progress,63,0,0,manager
HIST_0062,EMP_021,EV_014,2026-02-10,2026-02-25,no_show,0,0,0,self
HIST_0063,EMP_022,EV_011,2026-01-10,2026-01-25,dropped,16,0,1,manager
HIST_0064,EMP_022,EV_016,2026-02-10,2026-02-25,completed,100,80,5,self
HIST_0065,EMP_022,EV_003,2026-03-10,2026-03-25,completed,100,99,4,hr
HIST_0066,EMP_023,EV_012,2026-01-10,2026-01-25,overdue,50,0,0,manager
HIST_0067,EMP_023,EV_036,2026-02-10,2026-02-25,completed,100,93,4,self
HIST_0068,EMP_023,EV_004,2026-03-10,2026-03-25,completed,100,87,5,hr
HIST_0069,EMP_023,EV_010,2026-04-10,2026-04-25,completed,100,81,4,manager
HIST_0070,EMP_024,EV_013,2026-01-10,2026-01-25,completed,100,87,4,manager
HIST_0071,EMP_024,EV_001,2026-02-10,2026-02-25,completed,100,81,5,self
HIST_0072,EMP_025,EV_014,2026-01-10,2026-01-25,completed,100,75,5,manager
HIST_0073,EMP_025,EV_002,2026-02-10,2026-02-25,completed,100,94,4,self
HIST_0074,EMP_025,EV_007,2026-03-10,2026-03-25,in_progress,53,0,0,hr
HIST_0075,EMP_026,EV_016,2026-01-10,2026-01-25,completed,100,88,4,manager
HIST_0076,EMP_026,EV_003,2026-02-10,2026-02-25,completed,100,82,5,self
HIST_0077,EMP_026,EV_008,2026-03-10,2026-03-25,declined,0,0,0,hr
HIST_0078,EMP_026,EV_013,2026-04-10,2026-04-25,no_show,0,0,0,manager
HIST_0079,EMP_027,EV_036,2026-01-10,2026-01-25,completed,100,76,5,manager
HIST_0080,EMP_027,EV_004,2026-02-10,2026-02-25,in_progress,60,0,0,self
HIST_0081,EMP_028,EV_001,2026-01-10,2026-01-25,in_progress,54,0,0,manager
HIST_0082,EMP_028,EV_006,2026-02-10,2026-02-25,declined,0,0,0,self
HIST_0083,EMP_028,EV_011,2026-03-10,2026-03-25,completed,100,77,4,hr
HIST_0084,EMP_029,EV_002,2026-01-10,2026-01-25,declined,0,0,0,manager
HIST_0085,EMP_029,EV_007,2026-02-10,2026-02-25,no_show,0,0,0,self
HIST_0086,EMP_029,EV_012,2026-03-10,2026-03-25,completed,100,90,5,hr
HIST_0087,EMP_029,EV_036,2026-04-10,2026-04-25,completed,100,84,4,manager
HIST_0088,EMP_030,EV_003,2026-01-10,2026-01-25,dropped,20,0,1,manager
HIST_0089,EMP_030,EV_008,2026-02-10,2026-02-25,completed,100,84,5,self
HIST_0090,EMP_031,EV_004,2026-01-10,2026-01-25,completed,100,78,5,manager
HIST_0091,EMP_031,EV_010,2026-02-10,2026-02-25,completed,100,97,4,self
HIST_0092,EMP_031,EV_014,2026-03-10,2026-03-25,completed,100,91,5,hr
HIST_0093,EMP_032,EV_006,2026-01-10,2026-01-25,completed,100,91,4,manager
HIST_0094,EMP_032,EV_011,2026-02-10,2026-02-25,completed,100,85,5,self
HIST_0095,EMP_032,EV_016,2026-03-10,2026-03-25,completed,100,79,4,hr
HIST_0096,EMP_032,EV_003,2026-04-10,2026-04-25,in_progress,63,0,0,manager
HIST_0097,EMP_033,EV_007,2026-01-10,2026-01-25,completed,100,79,5,manager
HIST_0098,EMP_033,EV_012,2026-02-10,2026-02-25,completed,100,98,4,self
HIST_0099,EMP_034,EV_008,2026-01-10,2026-01-25,completed,100,92,4,manager
HIST_0100,EMP_034,EV_013,2026-02-10,2026-02-25,in_progress,51,0,0,self
HIST_0101,EMP_034,EV_001,2026-03-10,2026-03-25,declined,0,0,0,hr
HIST_0102,EMP_035,EV_010,2026-01-10,2026-01-25,completed,100,80,5,manager
HIST_0103,EMP_035,EV_014,2026-02-10,2026-02-25,in_progress,64,0,0,self
HIST_0104,EMP_035,EV_002,2026-03-10,2026-03-25,no_show,0,0,0,hr
HIST_0105,EMP_035,EV_007,2026-04-10,2026-04-25,completed,100,87,4,manager
HIST_0106,EMP_036,EV_011,2026-01-10,2026-01-25,in_progress,58,0,0,manager
HIST_0107,EMP_036,EV_016,2026-02-10,2026-02-25,dropped,17,0,1,self
HIST_0108,EMP_037,EV_012,2026-01-10,2026-01-25,declined,0,0,0,manager
HIST_0109,EMP_037,EV_036,2026-02-10,2026-02-25,completed,100,75,4,self
HIST_0110,EMP_037,EV_004,2026-03-10,2026-03-25,completed,100,94,5,hr
HIST_0111,EMP_038,EV_013,2026-01-10,2026-01-25,no_show,0,0,0,manager
HIST_0112,EMP_038,EV_001,2026-02-10,2026-02-25,completed,100,88,5,self
HIST_0113,EMP_038,EV_006,2026-03-10,2026-03-25,completed,100,82,4,hr
HIST_0114,EMP_038,EV_011,2026-04-10,2026-04-25,completed,100,76,5,manager
HIST_0115,EMP_039,EV_014,2026-01-10,2026-01-25,completed,100,82,5,manager
HIST_0116,EMP_039,EV_002,2026-02-10,2026-02-25,completed,100,76,4,self
HIST_0117,EMP_040,EV_016,2026-01-10,2026-01-25,completed,100,95,4,manager
HIST_0118,EMP_040,EV_003,2026-02-10,2026-02-25,completed,100,89,5,self
HIST_0119,EMP_040,EV_008,2026-03-10,2026-03-25,completed,100,83,4,hr
HIST_0120,EMP_041,EV_036,2026-01-10,2026-01-25,completed,100,83,5,manager
HIST_0121,EMP_041,EV_004,2026-02-10,2026-02-25,completed,100,77,4,self
HIST_0122,EMP_041,EV_010,2026-03-10,2026-03-25,in_progress,61,0,0,hr
HIST_0123,EMP_041,EV_014,2026-04-10,2026-04-25,dropped,20,0,1,manager
HIST_0124,EMP_042,EV_001,2026-01-10,2026-01-25,completed,100,96,4,manager
HIST_0125,EMP_042,EV_006,2026-02-10,2026-02-25,in_progress,55,0,0,self
HIST_0126,EMP_043,EV_002,2026-01-10,2026-01-25,completed,100,84,5,manager
HIST_0127,EMP_043,EV_007,2026-02-10,2026-02-25,declined,0,0,0,self
HIST_0128,EMP_043,EV_012,2026-03-10,2026-03-25,overdue,50,0,0,hr
HIST_0129,EMP_044,EV_003,2026-01-10,2026-01-25,in_progress,62,0,0,manager
HIST_0130,EMP_044,EV_008,2026-02-10,2026-02-25,dropped,21,0,1,self
HIST_0131,EMP_044,EV_013,2026-03-10,2026-03-25,completed,100,85,4,hr
HIST_0132,EMP_044,EV_001,2026-04-10,2026-04-25,completed,100,79,5,manager
HIST_0133,EMP_045,EV_004,2026-01-10,2026-01-25,dropped,15,0,1,manager
HIST_0134,EMP_045,EV_010,2026-02-10,2026-02-25,completed,100,79,4,self
HIST_0135,EMP_046,EV_006,2026-01-10,2026-01-25,overdue,50,0,0,manager
HIST_0136,EMP_046,EV_011,2026-02-10,2026-02-25,completed,100,92,5,self
HIST_0137,EMP_046,EV_016,2026-03-10,2026-03-25,completed,100,86,4,hr
HIST_0138,EMP_047,EV_007,2026-01-10,2026-01-25,completed,100,86,5,manager
HIST_0139,EMP_047,EV_012,2026-02-10,2026-02-25,completed,100,80,4,self
HIST_0140,EMP_047,EV_036,2026-03-10,2026-03-25,completed,100,99,5,hr
HIST_0141,EMP_047,EV_004,2026-04-10,2026-04-25,in_progress,58,0,0,manager
HIST_0142,EMP_048,EV_008,2026-01-10,2026-01-25,completed,100,99,4,manager
HIST_0143,EMP_048,EV_013,2026-02-10,2026-02-25,completed,100,93,5,self
HIST_0144,EMP_049,EV_010,2026-01-10,2026-01-25,completed,100,87,5,manager
HIST_0145,EMP_049,EV_014,2026-02-10,2026-02-25,completed,100,81,4,self
HIST_0146,EMP_049,EV_002,2026-03-10,2026-03-25,declined,0,0,0,hr
HIST_0147,EMP_050,EV_011,2026-01-10,2026-01-25,completed,100,75,4,manager
HIST_0148,EMP_050,EV_016,2026-02-10,2026-02-25,in_progress,59,0,0,self
HIST_0149,EMP_050,EV_003,2026-03-10,2026-03-25,dropped,18,0,1,hr
HIST_0150,EMP_050,EV_008,2026-04-10,2026-04-25,completed,100,82,5,manager
HIST_0151,EMP_051,EV_012,2026-01-10,2026-01-25,in_progress,53,0,0,manager
HIST_0152,EMP_051,EV_036,2026-02-10,2026-02-25,declined,0,0,0,self
HIST_0153,EMP_052,EV_013,2026-01-10,2026-01-25,declined,0,0,0,manager
HIST_0154,EMP_052,EV_001,2026-02-10,2026-02-25,no_show,0,0,0,self
HIST_0155,EMP_052,EV_006,2026-03-10,2026-03-25,completed,100,89,4,hr
HIST_0156,EMP_053,EV_014,2026-01-10,2026-01-25,dropped,19,0,1,manager
HIST_0157,EMP_053,EV_002,2026-02-10,2026-02-25,completed,100,83,4,self
HIST_0158,EMP_053,EV_007,2026-03-10,2026-03-25,completed,100,77,5,hr
HIST_0159,EMP_053,EV_012,2026-04-10,2026-04-25,completed,100,96,4,manager
HIST_0160,EMP_054,EV_016,2026-01-10,2026-01-25,completed,100,77,4,manager
HIST_0161,EMP_054,EV_003,2026-02-10,2026-02-25,completed,100,96,5,self
HIST_0162,EMP_055,EV_036,2026-01-10,2026-01-25,completed,100,90,5,manager
HIST_0163,EMP_055,EV_004,2026-02-10,2026-02-25,completed,100,84,4,self
HIST_0164,EMP_055,EV_010,2026-03-10,2026-03-25,completed,100,78,5,hr
HIST_0165,EMP_056,EV_001,2026-01-10,2026-01-25,completed,100,78,4,manager
HIST_0166,EMP_056,EV_006,2026-02-10,2026-02-25,completed,100,97,5,self
HIST_0167,EMP_056,EV_011,2026-03-10,2026-03-25,in_progress,56,0,0,hr
HIST_0168,EMP_056,EV_016,2026-04-10,2026-04-25,dropped,15,0,1,manager
HIST_0169,EMP_057,EV_002,2026-01-10,2026-01-25,completed,100,91,5,manager
HIST_0170,EMP_057,EV_007,2026-02-10,2026-02-25,in_progress,50,0,0,self
HIST_0171,EMP_058,EV_003,2026-01-10,2026-01-25,completed,100,79,4,manager
HIST_0172,EMP_058,EV_008,2026-02-10,2026-02-25,in_progress,63,0,0,self
HIST_0173,EMP_058,EV_013,2026-03-10,2026-03-25,no_show,0,0,0,hr
HIST_0174,EMP_059,EV_004,2026-01-10,2026-01-25,in_progress,57,0,0,manager
HIST_0175,EMP_059,EV_010,2026-02-10,2026-02-25,dropped,16,0,1,self
HIST_0176,EMP_059,EV_014,2026-03-10,2026-03-25,completed,100,80,5,hr
HIST_0177,EMP_059,EV_002,2026-04-10,2026-04-25,completed,100,99,4,manager
HIST_0178,EMP_060,EV_006,2026-01-10,2026-01-25,declined,0,0,0,manager
HIST_0179,EMP_060,EV_011,2026-02-10,2026-02-25,overdue,50,0,0,self
HIST_0180,EMP_061,EV_007,2026-01-10,2026-01-25,no_show,0,0,0,manager
HIST_0181,EMP_061,EV_012,2026-02-10,2026-02-25,completed,100,87,4,self
HIST_0182,EMP_061,EV_036,2026-03-10,2026-03-25,completed,100,81,5,hr
HIST_0183,EMP_062,EV_008,2026-01-10,2026-01-25,completed,100,81,4,manager
HIST_0184,EMP_062,EV_013,2026-02-10,2026-02-25,completed,100,75,5,self
HIST_0185,EMP_062,EV_001,2026-03-10,2026-03-25,completed,100,94,4,hr
HIST_0186,EMP_062,EV_006,2026-04-10,2026-04-25,in_progress,53,0,0,manager
HIST_0187,EMP_063,EV_010,2026-01-10,2026-01-25,completed,100,94,5,manager
HIST_0188,EMP_063,EV_014,2026-02-10,2026-02-25,completed,100,88,4,self
HIST_0189,EMP_064,EV_011,2026-01-10,2026-01-25,completed,100,82,4,manager
HIST_0190,EMP_064,EV_016,2026-02-10,2026-02-25,completed,100,76,5,self
HIST_0191,EMP_064,EV_003,2026-03-10,2026-03-25,in_progress,60,0,0,hr
HIST_0192,EMP_065,EV_012,2026-01-10,2026-01-25,completed,100,95,5,manager
HIST_0193,EMP_065,EV_036,2026-02-10,2026-02-25,in_progress,54,0,0,self
HIST_0194,EMP_065,EV_004,2026-03-10,2026-03-25,declined,0,0,0,hr
HIST_0195,EMP_065,EV_010,2026-04-10,2026-04-25,completed,100,77,4,manager
HIST_0196,EMP_066,EV_013,2026-01-10,2026-01-25,completed,100,83,4,manager
HIST_0197,EMP_066,EV_001,2026-02-10,2026-02-25,declined,0,0,0,self
HIST_0198,EMP_067,EV_014,2026-01-10,2026-01-25,in_progress,61,0,0,manager
HIST_0199,EMP_067,EV_002,2026-02-10,2026-02-25,dropped,20,0,1,self
HIST_0200,EMP_067,EV_007,2026-03-10,2026-03-25,completed,100,84,5,hr
HIST_0201,EMP_068,EV_016,2026-01-10,2026-01-25,declined,0,0,0,manager
HIST_0202,EMP_068,EV_003,2026-02-10,2026-02-25,completed,100,78,5,self
HIST_0203,EMP_068,EV_008,2026-03-10,2026-03-25,completed,100,97,4,hr
HIST_0204,EMP_068,EV_013,2026-04-10,2026-04-25,completed,100,91,5,manager
HIST_0205,EMP_069,EV_036,2026-01-10,2026-01-25,overdue,50,0,0,manager
HIST_0206,EMP_069,EV_004,2026-02-10,2026-02-25,completed,100,91,4,self
HIST_0207,EMP_070,EV_001,2026-01-10,2026-01-25,completed,100,85,4,manager
HIST_0208,EMP_070,EV_006,2026-02-10,2026-02-25,completed,100,79,5,self
HIST_0209,EMP_070,EV_011,2026-03-10,2026-03-25,completed,100,98,4,hr
HIST_0210,EMP_071,EV_002,2026-01-10,2026-01-25,completed,100,98,5,manager
HIST_0211,EMP_071,EV_007,2026-02-10,2026-02-25,completed,100,92,4,self
HIST_0212,EMP_071,EV_012,2026-03-10,2026-03-25,in_progress,51,0,0,hr
HIST_0213,EMP_071,EV_036,2026-04-10,2026-04-25,declined,0,0,0,manager
HIST_0214,EMP_072,EV_003,2026-01-10,2026-01-25,completed,100,86,4,manager
HIST_0215,EMP_072,EV_008,2026-02-10,2026-02-25,completed,100,80,5,self
HIST_0216,EMP_073,EV_004,2026-01-10,2026-01-25,completed,100,99,5,manager
HIST_0217,EMP_073,EV_010,2026-02-10,2026-02-25,in_progress,58,0,0,self
HIST_0218,EMP_073,EV_014,2026-03-10,2026-03-25,dropped,17,0,1,hr
HIST_0219,EMP_074,EV_006,2026-01-10,2026-01-25,in_progress,52,0,0,manager
HIST_0220,EMP_074,EV_011,2026-02-10,2026-02-25,declined,0,0,0,self
HIST_0221,EMP_074,EV_016,2026-03-10,2026-03-25,completed,100,75,4,hr
HIST_0222,EMP_074,EV_003,2026-04-10,2026-04-25,completed,100,94,5,manager
HIST_0223,EMP_075,EV_007,2026-01-10,2026-01-25,declined,0,0,0,manager
HIST_0224,EMP_075,EV_012,2026-02-10,2026-02-25,no_show,0,0,0,self
HIST_0225,EMP_076,EV_008,2026-01-10,2026-01-25,dropped,18,0,1,manager
HIST_0226,EMP_076,EV_013,2026-02-10,2026-02-25,completed,100,82,5,self
HIST_0227,EMP_076,EV_001,2026-03-10,2026-03-25,completed,100,76,4,hr
HIST_0228,EMP_077,EV_010,2026-01-10,2026-01-25,completed,100,76,5,manager
HIST_0229,EMP_077,EV_014,2026-02-10,2026-02-25,completed,100,95,4,self
HIST_0230,EMP_077,EV_002,2026-03-10,2026-03-25,completed,100,89,5,hr
HIST_0231,EMP_077,EV_007,2026-04-10,2026-04-25,completed,100,83,4,manager
HIST_0232,EMP_078,EV_011,2026-01-10,2026-01-25,completed,100,89,4,manager
HIST_0233,EMP_078,EV_016,2026-02-10,2026-02-25,completed,100,83,5,self
HIST_0234,EMP_079,EV_012,2026-01-10,2026-01-25,completed,100,77,5,manager
HIST_0235,EMP_079,EV_036,2026-02-10,2026-02-25,completed,100,96,4,self
HIST_0236,EMP_079,EV_004,2026-03-10,2026-03-25,in_progress,55,0,0,hr
HIST_0237,EMP_080,EV_013,2026-01-10,2026-01-25,completed,100,90,4,manager
HIST_0238,EMP_080,EV_001,2026-02-10,2026-02-25,completed,100,84,5,self
HIST_0239,EMP_080,EV_006,2026-03-10,2026-03-25,declined,0,0,0,hr
HIST_0240,EMP_080,EV_011,2026-04-10,2026-04-25,overdue,50,0,0,manager
HIST_0241,EMP_081,EV_014,2026-01-10,2026-01-25,completed,100,78,5,manager
HIST_0242,EMP_081,EV_002,2026-02-10,2026-02-25,in_progress,62,0,0,self
HIST_0243,EMP_082,EV_016,2026-01-10,2026-01-25,in_progress,56,0,0,manager
HIST_0244,EMP_082,EV_003,2026-02-10,2026-02-25,dropped,15,0,1,self
HIST_0245,EMP_082,EV_008,2026-03-10,2026-03-25,completed,100,79,4,hr
HIST_0246,EMP_083,EV_036,2026-01-10,2026-01-25,declined,0,0,0,manager
HIST_0247,EMP_083,EV_004,2026-02-10,2026-02-25,overdue,50,0,0,self
HIST_0248,EMP_083,EV_010,2026-03-10,2026-03-25,completed,100,92,5,hr
HIST_0249,EMP_083,EV_014,2026-04-10,2026-04-25,completed,100,86,4,manager
HIST_0250,EMP_084,EV_001,2026-01-10,2026-01-25,no_show,0,0,0,manager
HIST_0251,EMP_084,EV_006,2026-02-10,2026-02-25,completed,100,86,5,self
HIST_0252,EMP_085,EV_002,2026-01-10,2026-01-25,completed,100,80,5,manager
HIST_0253,EMP_085,EV_007,2026-02-10,2026-02-25,completed,100,99,4,self
HIST_0254,EMP_085,EV_012,2026-03-10,2026-03-25,completed,100,93,5,hr
HIST_0255,EMP_086,EV_003,2026-01-10,2026-01-25,completed,100,93,4,manager
HIST_0256,EMP_086,EV_008,2026-02-10,2026-02-25,completed,100,87,5,self
HIST_0257,EMP_086,EV_013,2026-03-10,2026-03-25,completed,100,81,4,hr
HIST_0258,EMP_086,EV_001,2026-04-10,2026-04-25,declined,0,0,0,manager
HIST_0259,EMP_087,EV_004,2026-01-10,2026-01-25,completed,100,81,5,manager
HIST_0260,EMP_087,EV_010,2026-02-10,2026-02-25,completed,100,75,4,self
HIST_0261,EMP_088,EV_006,2026-01-10,2026-01-25,completed,100,94,4,manager
HIST_0262,EMP_088,EV_011,2026-02-10,2026-02-25,in_progress,53,0,0,self
HIST_0263,EMP_088,EV_016,2026-03-10,2026-03-25,declined,0,0,0,hr
HIST_0264,EMP_089,EV_007,2026-01-10,2026-01-25,completed,100,82,5,manager
HIST_0265,EMP_089,EV_012,2026-02-10,2026-02-25,declined,0,0,0,self
HIST_0266,EMP_089,EV_036,2026-03-10,2026-03-25,no_show,0,0,0,hr
HIST_0267,EMP_089,EV_004,2026-04-10,2026-04-25,completed,100,89,4,manager
HIST_0268,EMP_090,EV_008,2026-01-10,2026-01-25,in_progress,60,0,0,manager
HIST_0269,EMP_090,EV_013,2026-02-10,2026-02-25,dropped,19,0,1,self
HIST_0270,EMP_091,EV_010,2026-01-10,2026-01-25,declined,0,0,0,manager
HIST_0271,EMP_091,EV_014,2026-02-10,2026-02-25,completed,100,77,4,self
HIST_0272,EMP_091,EV_002,2026-03-10,2026-03-25,completed,100,96,5,hr
HIST_0273,EMP_092,EV_011,2026-01-10,2026-01-25,no_show,0,0,0,manager
HIST_0274,EMP_092,EV_016,2026-02-10,2026-02-25,completed,100,90,5,self
HIST_0275,EMP_092,EV_003,2026-03-10,2026-03-25,completed,100,84,4,hr
HIST_0276,EMP_092,EV_008,2026-04-10,2026-04-25,completed,100,78,5,manager
HIST_0277,EMP_093,EV_012,2026-01-10,2026-01-25,completed,100,84,5,manager
HIST_0278,EMP_093,EV_036,2026-02-10,2026-02-25,completed,100,78,4,self
HIST_0279,EMP_094,EV_013,2026-01-10,2026-01-25,completed,100,97,4,manager
HIST_0280,EMP_094,EV_001,2026-02-10,2026-02-25,completed,100,91,5,self
HIST_0281,EMP_094,EV_006,2026-03-10,2026-03-25,in_progress,50,0,0,hr
HIST_0282,EMP_095,EV_014,2026-01-10,2026-01-25,completed,100,85,5,manager
HIST_0283,EMP_095,EV_002,2026-02-10,2026-02-25,completed,100,79,4,self
HIST_0284,EMP_095,EV_007,2026-03-10,2026-03-25,in_progress,63,0,0,hr
HIST_0285,EMP_095,EV_012,2026-04-10,2026-04-25,no_show,0,0,0,manager
HIST_0286,EMP_096,EV_016,2026-01-10,2026-01-25,completed,100,98,4,manager
HIST_0287,EMP_096,EV_003,2026-02-10,2026-02-25,in_progress,57,0,0,self
HIST_0288,EMP_097,EV_036,2026-01-10,2026-01-25,in_progress,51,0,0,manager
HIST_0289,EMP_097,EV_004,2026-02-10,2026-02-25,declined,0,0,0,self
HIST_0290,EMP_097,EV_010,2026-03-10,2026-03-25,overdue,50,0,0,hr
HIST_0291,EMP_098,EV_001,2026-01-10,2026-01-25,in_progress,64,0,0,manager
HIST_0292,EMP_098,EV_006,2026-02-10,2026-02-25,no_show,0,0,0,self
HIST_0293,EMP_098,EV_011,2026-03-10,2026-03-25,completed,100,87,4,hr
HIST_0294,EMP_098,EV_016,2026-04-10,2026-04-25,completed,100,81,5,manager
HIST_0295,EMP_099,EV_002,2026-01-10,2026-01-25,dropped,17,0,1,manager
HIST_0296,EMP_099,EV_007,2026-02-10,2026-02-25,completed,100,81,4,self
HIST_0297,EMP_100,EV_003,2026-01-10,2026-01-25,completed,100,75,4,manager
HIST_0298,EMP_100,EV_008,2026-02-10,2026-02-25,completed,100,94,5,self
HIST_0299,EMP_100,EV_013,2026-03-10,2026-03-25,completed,100,88,4,hr
HIST_0300,EMP_101,EV_004,2026-01-10,2026-01-25,completed,100,88,5,manager
HIST_0301,EMP_101,EV_010,2026-02-10,2026-02-25,completed,100,82,4,self
HIST_0302,EMP_101,EV_014,2026-03-10,2026-03-25,completed,100,76,5,hr
HIST_0303,EMP_101,EV_002,2026-04-10,2026-04-25,in_progress,60,0,0,manager
HIST_0304,EMP_102,EV_006,2026-01-10,2026-01-25,completed,100,76,4,manager
HIST_0305,EMP_102,EV_011,2026-02-10,2026-02-25,completed,100,95,5,self
HIST_0306,EMP_103,EV_007,2026-01-10,2026-01-25,completed,100,89,5,manager
HIST_0307,EMP_103,EV_012,2026-02-10,2026-02-25,completed,100,83,4,self
HIST_0308,EMP_103,EV_036,2026-03-10,2026-03-25,declined,0,0,0,hr
HIST_0309,EMP_104,EV_008,2026-01-10,2026-01-25,completed,100,77,4,manager
HIST_0310,EMP_104,EV_013,2026-02-10,2026-02-25,in_progress,61,0,0,self
HIST_0311,EMP_104,EV_001,2026-03-10,2026-03-25,dropped,20,0,1,hr
HIST_0312,EMP_104,EV_006,2026-04-10,2026-04-25,completed,100,84,5,manager
HIST_0313,EMP_105,EV_010,2026-01-10,2026-01-25,in_progress,55,0,0,manager
HIST_0314,EMP_105,EV_014,2026-02-10,2026-02-25,declined,0,0,0,self
HIST_0315,EMP_106,EV_011,2026-01-10,2026-01-25,declined,0,0,0,manager
